X,Y,Z
87.54096453008634,-77.77999732554369,71620.22728103449
20.129297290460755,14.059520911264144,5707.43434233776
82.82980651709076,67.55509518998588,99054.29029827383
2.236568797441791,-63.64459270063942,-300.6311821110297
-16.647836298515855,96.4481283070819,-1584.7253577911458
-44.783730364916075,-17.734844632033273,26472.595875365627
62.04243509681277,28.94892180139675,51558.020093953724
11.960701269560076,99.8404798244103,5208.453904565153
-2.8270038378594933,57.341530339034335,-436.81466585352285
-55.35897266223719,74.06484009126609,24407.58883960993
45.18813349013061,-71.56615730274328,14878.865403225931
-24.907523251995542,29.211084958898624,5239.490249994673
-46.179673993162716,-44.33279114984416,31787.39385258591
80.05387194954753,-1.849668824308111,76467.01377492948
84.11696532065793,23.86928400988893,90913.45550203414
47.604290679659044,-50.43364251180318,20048.01432563949
60.98753427072151,60.178029837257384,55590.05698932639
-84.68321706781595,-92.62837303781113,109687.54947590461
87.76417052472024,44.16106765501951,104022.07690829039
-30.649976432239058,-81.2124682798989,18824.368497116902
85.67368178240616,53.998541008722356,101913.78813034017
37.306300955832,-4.566548650869322,16199.460175726894
38.533931913504176,2.8389484730345487,18146.631709175585
-41.710896024444025,-57.481824471821156,28132.657377380634
24.221354416742997,-31.234573344159358,4808.5973731044205
-24.88969209128318,-45.3883007997542,10874.449020598391
30.75120754409312,-52.95996241944756,6523.749650294287
-29.204651338037465,-68.03650485534469,16273.617611867649
-67.7821397316792,-32.81620051664885,61845.512753416355
71.48661177340458,-76.40905319337705,45024.68822713558
-71.64541067880894,69.9604758483963,46498.96512977421
-32.74721255785245,-49.528504193943675,17786.067672086334
-63.28308744630773,64.98121497162086,35662.19917034338
25.102960089625,82.91782937179877,13727.40778673298
-56.83819602320308,-67.93403560469307,50427.05525460343
52.53698789313182,-22.98063965193309,29525.77558486684
-63.50471311793342,-68.13259517558497,61447.003139262306
-14.847348020084922,-26.664836830305433,3864.389452915443
12.17670821724019,91.93918677232296,5056.455553216295
-26.860762106621763,-60.60396146335692,13607.334402887318
-30.974135782004055,52.40608407132882,6599.3473553347785
-76.9338584337268,13.142357780673848,67989.85615574641
-19.054193064004068,59.827028656556394,887.7481335439923
50.11967401284562,-76.56530255549694,18715.62890717077
51.16400926389912,86.38145193221149,44590.644117203636
-12.62684677754875,96.63704849441913,-1834.843515689186
37.40695061825116,-94.7617675543375,6254.182960421424
31.06198137473183,-86.13209001941718,3647.139042767276
-11.468009247016525,-91.44142038893564,4822.718640075744
-34.774762834749296,-25.183350279530387,17169.750914202734
91.63281573094221,-26.266163097973916,93573.01901657994
86.79709310721671,-8.534928745448084,88199.6385903193
0.7174334347961775,-46.260133236878545,-41.95054974372881
18.998827103299433,-29.67720500889746,2673.0998845149124
92.24681237374043,-1.8563095167371415,101603.89587801878
-86.13267721135006,3.7705453104559723,88053.39764034982
-9.610703526103364,-79.25427360474949,3478.086679503061
49.401723345410005,-34.57874419986548,24200.5516947551
34.68423893107041,49.7882417424392,19574.90434261685
-4.595466042749891,4.133646715967458,202.70725479436356
-71.77216798713687,10.10157456926217,59632.44857093588
-12.693957938042288,65.43521823250964,-620.1684595935659
48.47388837702502,91.0746489393926,41353.42121753171
15.692619852984933,-61.1840309747977,142.60108688608818
-99.04122521994563,60.16373511450087,99782.74851129463
-35.49643833228757,51.0474894300352,9641.594164611062
